,Manuf,Model,Desc,Engine_Capacity,Fuel_Type,Powertrain,Euro_Standard,Diesel_VED_Supplement,Fuel_Cost,Electric_Cost,Total_Cost,Noise_Level
2758,MERCEDES-BENZ,S-Class Saloon MY 2023,S 580 4MATIC,3982,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),Euro 6d,False,"£2,688",£0,"£2,688",69.0
2759,MERCEDES-BENZ,S-Class Saloon MY 2023,S 580 4MATIC,3982,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),Euro 6d,False,"£2,983",£0,"£2,983",69.0
2760,MERCEDES-BENZ,S-Class Saloon MY 2023,S 580 e,2999,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),Euro 6d,False,£161,"£1,068","£1,229",68.0
2761,MERCEDES-BENZ,S-Class Saloon MY 2023,S 580 e,2999,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),Euro 6d,False,£242,"£1,221","£1,463",68.0
2762,MERCEDES-BENZ,SL Model Year 2023,AMG SL 43,1991,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),Euro 6d,False,"£2,392",£0,"£2,392",73.0
2763,MERCEDES-BENZ,SL Model Year 2023,AMG SL 43,1991,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),Euro 6d,False,"£2,526",£0,"£2,526",73.0
2764,MERCEDES-BENZ,SL Model Year 2023,AMG SL 55 4MATIC+,3982,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£3,306",£0,"£3,306",71.0
2765,MERCEDES-BENZ,SL Model Year 2023,AMG SL 55 4MATIC+,3982,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£3,494",£0,"£3,494",71.0
2766,MERCEDES-BENZ,SL Model Year 2023,AMG SL 63 4MATIC+,3982,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£3,359",£0,"£3,359",71.0
2767,MERCEDES-BENZ,SL Model Year 2023,AMG SL 63 4MATIC+,3982,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£3,494",£0,"£3,494",71.0
2768,MERCEDES-BENZ,V-Class MPV MY 2022,V 220 d extra-long,1950,Diesel,Internal Combustion Engine (ICE),Euro 6d,False,"£2,173",£0,"£2,173",77.0
2769,MERCEDES-BENZ,V-Class MPV MY 2022,V 220 d extra-long,1950,Diesel,Internal Combustion Engine (ICE),Euro 6d,False,"£2,202",£0,"£2,202",77.0
2770,MERCEDES-BENZ,V-Class MPV MY 2022,V 220 d long,1950,Diesel,Internal Combustion Engine (ICE),Euro 6d,False,"£2,173",£0,"£2,173",77.0
2771,MERCEDES-BENZ,V-Class MPV MY 2022,V 220 d long,1950,Diesel,Internal Combustion Engine (ICE),Euro 6d,False,"£2,202",£0,"£2,202",77.0
2772,MERCEDES-BENZ,V-Class MPV MY 2022,V 220 d Marco Polo,1950,Diesel,Internal Combustion Engine (ICE),Euro 6d,False,"£2,173",£0,"£2,173",77.0
2773,MERCEDES-BENZ,V-Class MPV MY 2022,V 220 d Marco Polo,1950,Diesel,Internal Combustion Engine (ICE),Euro 6d,False,"£2,202",£0,"£2,202",77.0
2774,MERCEDES-BENZ,V-Class MPV MY 2022,V 300 d extra-long,1950,Diesel,Internal Combustion Engine (ICE),Euro 6d,False,"£2,173",£0,"£2,173",74.0
2775,MERCEDES-BENZ,V-Class MPV MY 2022,V 300 d extra-long,1950,Diesel,Internal Combustion Engine (ICE),Euro 6d,False,"£2,202",£0,"£2,202",74.0
2776,MERCEDES-BENZ,V-Class MPV MY 2022,V 300 d long,1950,Diesel,Internal Combustion Engine (ICE),Euro 6d,False,"£2,173",£0,"£2,173",74.0
2777,MERCEDES-BENZ,V-Class MPV MY 2022,V 300 d long,1950,Diesel,Internal Combustion Engine (ICE),Euro 6d,False,"£2,202",£0,"£2,202",74.0
2778,MERCEDES-BENZ,V-Class MPV MY 2022,V 300 d Marco Polo,1950,Diesel,Internal Combustion Engine (ICE),Euro 6d,False,"£2,173",£0,"£2,173",74.0
2779,MERCEDES-BENZ,V-Class MPV MY 2022,V 300 d Marco Polo,1950,Diesel,Internal Combustion Engine (ICE),Euro 6d,False,"£2,202",£0,"£2,202",74.0
2780,MG MOTORS UK,MG HS 2021MY,Excite 1.5T GDi,1490,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,989",£0,"£1,989",68.0
2781,MG MOTORS UK,MG HS 2021MY,Excite 1.5T GDI DCT,1490,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£2,069",£0,"£2,069",68.0
2782,MG MOTORS UK,MG HS 2021MY,Exclusive 1.5T GDi,1490,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,989",£0,"£1,989",68.0
2783,MG MOTORS UK,MG HS 2021MY,Exclusive 1.5T GDi DCT,1490,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£2,069",£0,"£2,069",68.0
2784,MG MOTORS UK,MG HS Plug-in 2021MY,Excite 1.5T GDi Plug-in Hybrid,1490,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),Euro 6d,False,£484,£748,"£1,232",68.0
2785,MG MOTORS UK,MG HS Plug-in 2021MY,Exclusive 1.5T GDi Plug-in Hybrid,1490,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),Euro 6d,False,£484,£748,"£1,232",68.0
2786,MG MOTORS UK,MG ZS 2021MY,Excite 1.0T GDi,999,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,774",£0,"£1,774",70.0
2787,MG MOTORS UK,MG ZS 2021MY,Excite 1.0T GDi,999,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,935",£0,"£1,935",70.0
2788,MG MOTORS UK,MG ZS 2021MY,Excite 1.5 DOHC VTI-tech,1498,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,774",£0,"£1,774",71.0
2789,MG MOTORS UK,MG ZS 2021MY,Exclusive 1.0T GDi,999,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,774",£0,"£1,774",70.0
2790,MG MOTORS UK,MG ZS 2021MY,Exclusive 1.0T GDi,999,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,935",£0,"£1,935",70.0
2791,MG MOTORS UK,MG ZS 2021MY,Exclusive 1.5 DOHC VTI-tech,1498,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,774",£0,"£1,774",71.0
2792,MG MOTORS UK,MG ZS ev 105kW 44.5kWh 2019MY,Excite,0,Electricity,Battery Electric Vehicle (BEV),Euro 6-WLTP (for BEVs only),False,£0,£838,£838,65.0
2793,MG MOTORS UK,MG ZS ev 105kW 44.5kWh 2019MY,Exclusive,0,Electricity,Battery Electric Vehicle (BEV),Euro 6-WLTP (for BEVs only),False,£0,£838,£838,65.0
2794,MG MOTORS UK,MG ZS ev 115kW 71kWh 2021MY,SE,0,Electricity,Battery Electric Vehicle (BEV),Euro 6-WLTP (for BEVs only),False,£0,£802,£802,68.0
2795,MG MOTORS UK,MG ZS ev 115kW 71kWh 2021MY,Trophy,0,Electricity,Battery Electric Vehicle (BEV),Euro 6-WLTP (for BEVs only),False,£0,£802,£802,68.0
2796,MG MOTORS UK,MG ZS ev 130kW 52.5kWh 2021MY,SE,0,Electricity,Battery Electric Vehicle (BEV),Euro 6-WLTP (for BEVs only),False,£0,£780,£780,69.0
2797,MG MOTORS UK,MG ZS ev 130kW 52.5kWh 2021MY,Trophy,0,Electricity,Battery Electric Vehicle (BEV),Euro 6-WLTP (for BEVs only),False,£0,£780,£780,69.0
2798,MG MOTORS UK,MG3 2021MY,Excite 1.5 DOHC VTI-tech,1498,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,774",£0,"£1,774",68.0
2799,MG MOTORS UK,MG3 2021MY,Exclusive 1.5 DOHC VTI-tech,1498,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,774",£0,"£1,774",68.0
2800,MG MOTORS UK,MG3 2021MY,Exclusive Nav 1.5 DOHC VTI-tech,1498,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,774",£0,"£1,774",68.0
2801,MG MOTORS UK,MG5 ev 52.5kWh 2020MY,Excite,0,Electricity,Battery Electric Vehicle (BEV),Euro 6-WLTP (for BEVs only),False,£0,£789,£789,67.0
2802,MG MOTORS UK,MG5 ev 52.5kWh 2020MY,Exclusive,0,Electricity,Battery Electric Vehicle (BEV),Euro 6-WLTP (for BEVs only),False,£0,£789,£789,67.0
2803,MG MOTORS UK,MG5 ev 61.1kWh 2021MY,Excite,0,Electricity,Battery Electric Vehicle (BEV),Euro 6-WLTP (for BEVs only),False,£0,£789,£789,68.0
2804,MG MOTORS UK,MG5 ev 61.1kWh 2021MY,Exclusive,0,Electricity,Battery Electric Vehicle (BEV),Euro 6-WLTP (for BEVs only),False,£0,£789,£789,68.0
2805,MORGAN MOTOR COMPANY,Plus 4,2 seat open top roadster,1998,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,881",£0,"£1,881",74.0
2806,MORGAN MOTOR COMPANY,Plus 4,2 seat open top roadster,1998,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,962",£0,"£1,962",74.0
2807,MORGAN MOTOR COMPANY,Plus 6,2 seat open top roadster,2998,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£2,123",£0,"£2,123",71.0
2808,NISSAN,JUKE,JUKE DIGT114 ACENTA,999,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,586",£0,"£1,586",0.0
2809,NISSAN,JUKE,JUKE DIGT114 DCT ACENTA,999,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,639",£0,"£1,639",0.0
2810,NISSAN,JUKE,JUKE DIGT114 DCT ENIGMA,999,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,639",£0,"£1,639",0.0
2811,NISSAN,JUKE,JUKE DIGT114 DCT ENIGMA,999,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,666",£0,"£1,666",0.0
2812,NISSAN,JUKE,JUKE DIGT114 DCT NCON,999,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,639",£0,"£1,639",0.0
2813,NISSAN,JUKE,JUKE DIGT114 DCT NCON 19W,999,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,666",£0,"£1,666",0.0
2814,NISSAN,JUKE,JUKE DIGT114 DCT TEKNA,999,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,666",£0,"£1,666",0.0
2815,NISSAN,JUKE,JUKE DIGT114 DCT TEKNA 17W,999,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,639",£0,"£1,639",0.0
2816,NISSAN,JUKE,JUKE DIGT114 DCT TEKNA+ BE BI,999,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,693",£0,"£1,693",0.0
2817,NISSAN,JUKE,JUKE DIGT114 NCON,999,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,586",£0,"£1,586",0.0
2818,NISSAN,JUKE,JUKE DIGT114 NCON 19W,999,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,613",£0,"£1,613",0.0
2819,NISSAN,JUKE,JUKE DIGT114 TEKNA,999,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,639",£0,"£1,639",0.0
2820,NISSAN,JUKE,JUKE DIGT114 TEKNA 17W,999,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,613",£0,"£1,613",0.0
2821,NISSAN,JUKE,JUKE DIGT114 TEKNA+ BE BI,999,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,639",£0,"£1,639",0.0
2822,NISSAN,JUKE,JUKE DIGT114 VISIA,999,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,586",£0,"£1,586",0.0
2823,NISSAN,LEAF,LEAF 40B ACEN MY21,0,Electricity,Battery Electric Vehicle (BEV),Euro 6-WLTP (for BEVs only),False,£0,£928,£928,0.0
2824,NISSAN,LEAF,LEAF 40B NCON MY21,0,Electricity,Battery Electric Vehicle (BEV),Euro 6-WLTP (for BEVs only),False,£0,£928,£928,0.0
2825,NISSAN,LEAF,LEAF 40B TEK MY21,0,Electricity,Battery Electric Vehicle (BEV),Euro 6-WLTP (for BEVs only),False,£0,£928,£928,0.0
2826,NISSAN,LEAF,LEAF 62B NCON MY21,0,Electricity,Battery Electric Vehicle (BEV),Euro 6-WLTP (for BEVs only),False,£0,£834,£834,0.0
2827,NISSAN,LEAF,LEAF 62B TEK MY21,0,Electricity,Battery Electric Vehicle (BEV),Euro 6-WLTP (for BEVs only),False,£0,£834,£834,0.0
2828,NISSAN,MICRA,MICRA IGT92 ACEN,999,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,424",£0,"£1,424",0.0
2829,NISSAN,MICRA,MICRA IGT92 ACEN XT,999,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,613",£0,"£1,613",0.0
2830,NISSAN,MICRA,MICRA IGT92 NSPORT,999,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,505",£0,"£1,505",0.0
2831,NISSAN,MICRA,MICRA IGT92 NSPORT XT,999,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,693",£0,"£1,693",0.0
2832,NISSAN,MICRA,MICRA IGT92 TEKNA,999,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,505",£0,"£1,505",0.0
2833,NISSAN,MICRA,MICRA IGT92 TEKNA XT,999,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,693",£0,"£1,693",0.0
2834,NISSAN,MICRA,MICRA IGT92 VISIA,999,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,424",£0,"£1,424",0.0
2835,NISSAN,QASHQAI,QASH 140 MT ACPR,1332,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,693",£0,"£1,693",0.0
2836,NISSAN,QASHQAI,QASH 140 MT NCO,1332,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,720",£0,"£1,720",0.0
2837,NISSAN,QASHQAI,QASH 140 MT PREMIERE,1332,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,720",£0,"£1,720",0.0
2838,NISSAN,QASHQAI,QASH 140 MT TEK,1332,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,720",£0,"£1,720",0.0
2839,NISSAN,QASHQAI,QASH 140 MT VIS,1332,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,693",£0,"£1,693",0.0
2840,NISSAN,QASHQAI,QASH 160 CVT 4W NCO,1332,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,854",£0,"£1,854",0.0
2841,NISSAN,QASHQAI,QASH 160 CVT 4W TEK,1332,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,854",£0,"£1,854",0.0
2842,NISSAN,QASHQAI,QASH 160 CVT 4W TEK+,1332,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,881",£0,"£1,881",0.0
2843,NISSAN,QASHQAI,QASH 160 CVT ACPR,1332,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,693",£0,"£1,693",0.0
2844,NISSAN,QASHQAI,QASH 160 CVT NCO,1332,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,720",£0,"£1,720",0.0
2845,NISSAN,QASHQAI,QASH 160 CVT PREMIERE,1332,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,720",£0,"£1,720",0.0
2846,NISSAN,QASHQAI,QASH 160 CVT TEK,1332,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,720",£0,"£1,720",0.0
2847,NISSAN,QASHQAI,QASH 160 CVT TEK+,1332,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,747",£0,"£1,747",0.0
2848,NISSAN,QASHQAI,QASH 160 MT ACPR,1332,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,693",£0,"£1,693",0.0
2849,NISSAN,QASHQAI,QASH 160 MT NCO,1332,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,720",£0,"£1,720",0.0
2850,NISSAN,QASHQAI,QASH 160 MT TEK,1332,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,720",£0,"£1,720",0.0
2851,NISSAN,QASHQAI,QASH 160 MT TEK+,1332,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,747",£0,"£1,747",0.0
2852,NISSAN,XTRAIL,XTRAIL DG160 NCON 2W DCT,1332,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,935",£0,"£1,935",0.0
2853,NISSAN,XTRAIL,XTRAIL DG160 NCON 2W DCT 7,1332,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,962",£0,"£1,962",0.0
2854,NISSAN,XTRAIL,XTRAIL DG160 N-DESIGN 2W DCT,1332,Diesel,Internal Combustion Engine (ICE),Euro 6d-TEMP,True,"£2,086",£0,"£2,086",0.0
2855,NISSAN,XTRAIL,XTRAIL DG160 N-DESIGN 2W DCT 7,1332,Diesel,Internal Combustion Engine (ICE),Euro 6d-TEMP,True,"£2,115",£0,"£2,115",0.0
2856,NISSAN,XTRAIL,XTRAIL DG160 TEK 2W DCT,1332,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£2,069",£0,"£2,069",0.0
2857,NISSAN,XTRAIL,XTRAIL DG160 TEK 2W DCT 7,1332,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£2,096",£0,"£2,096",0.0
2858,PEUGEOT,108,1.0L S&S 5-speed manual,998,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,398",£0,"£1,398",69.0
2859,PEUGEOT,108,1.0L S&S 5-speed manual,998,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,532",£0,"£1,532",69.0
2860,PEUGEOT,308,Blue HDI 130,1499,Diesel,Internal Combustion Engine (ICE),Euro 6d,False,"£1,535",£0,"£1,535",68.0
2861,PEUGEOT,308,Blue HDI 130,1499,Diesel,Internal Combustion Engine (ICE),Euro 6d,False,"£1,651",£0,"£1,651",68.0
2862,PEUGEOT,308,Blue HDI 130 EAT8,1499,Diesel,Internal Combustion Engine (ICE),Euro 6d,False,"£1,535",£0,"£1,535",66.0
2863,PEUGEOT,308,Blue HDI 130 EAT8,1499,Diesel,Internal Combustion Engine (ICE),Euro 6d,False,"£1,651",£0,"£1,651",66.0
2864,PEUGEOT,308,PureTech 110,1199,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,693",£0,"£1,693",67.0
2865,PEUGEOT,308,PureTech 110,1199,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,935",£0,"£1,935",67.0
2866,PEUGEOT,308,PureTech 130,1199,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,747",£0,"£1,747",66.0
2867,PEUGEOT,308,PureTech 130,1199,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£2,043",£0,"£2,043",66.0
2868,PEUGEOT,308,PureTech 130 EAT8,1199,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,801",£0,"£1,801",67.0
2869,PEUGEOT,308,PureTech 130 EAT8,1199,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£2,204",£0,"£2,204",67.0
2870,PEUGEOT,308 SW,Blue HDI 100,1499,Diesel,Internal Combustion Engine (ICE),Euro 6d-TEMP,True,"£1,477",£0,"£1,477",68.0
2871,PEUGEOT,308 SW,Blue HDI 100,1499,Diesel,Internal Combustion Engine (ICE),Euro 6d-TEMP,True,"£1,622",£0,"£1,622",68.0
2872,PEUGEOT,308 SW,Blue HDI 130,1499,Diesel,Internal Combustion Engine (ICE),Euro 6d,False,"£1,535",£0,"£1,535",68.0
2873,PEUGEOT,308 SW,Blue HDI 130,1499,Diesel,Internal Combustion Engine (ICE),Euro 6d,False,"£1,651",£0,"£1,651",68.0
2874,PEUGEOT,308 SW,Blue HDI 130 EAT8,1499,Diesel,Internal Combustion Engine (ICE),Euro 6d,False,"£1,535",£0,"£1,535",66.0
2875,PEUGEOT,308 SW,Blue HDI 130 EAT8,1499,Diesel,Internal Combustion Engine (ICE),Euro 6d-TEMP,True,"£1,564",£0,"£1,564",66.0
2876,PEUGEOT,308 SW,Blue HDI 130 EAT8,1499,Diesel,Internal Combustion Engine (ICE),Euro 6d,False,"£1,651",£0,"£1,651",66.0
2877,PEUGEOT,308 SW,Blue HDI 130 EAT8,1499,Diesel,Internal Combustion Engine (ICE),Euro 6d-TEMP,True,"£1,796",£0,"£1,796",66.0
2878,PEUGEOT,308 SW,PureTech 110,1199,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,693",£0,"£1,693",67.0
2879,PEUGEOT,308 SW,PureTech 110,1199,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,935",£0,"£1,935",67.0
2880,PEUGEOT,308 SW,PureTech 130,1199,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,747",£0,"£1,747",66.0
2881,PEUGEOT,308 SW,PureTech 130,1199,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£2,043",£0,"£2,043",66.0
2882,PEUGEOT,308 SW,PureTech 130 EAT8,1199,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,801",£0,"£1,801",67.0
2883,PEUGEOT,308 SW,PureTech 130 EAT8,1199,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£2,204",£0,"£2,204",67.0
2884,PEUGEOT,508 Fastback,Blue HDI 130,1499,Diesel,Internal Combustion Engine (ICE),Euro 6d-TEMP,True,"£1,275",£0,"£1,275",69.0
2885,PEUGEOT,508 Fastback,Blue HDI 130,1499,Diesel,Internal Combustion Engine (ICE),Euro 6d-TEMP,True,"£1,535",£0,"£1,535",69.0
2886,PEUGEOT,508 Fastback,Blue HDI 130 Auto,1499,Diesel,Internal Combustion Engine (ICE),Euro 6d-TEMP,True,"£1,333",£0,"£1,333",69.0
2887,PEUGEOT,508 Fastback,Blue HDI 130 Auto,1499,Diesel,Internal Combustion Engine (ICE),Euro 6d-TEMP,True,"£1,564",£0,"£1,564",69.0
2888,PEUGEOT,508 Fastback,Blue HDI 160 Auto,1997,Diesel,Internal Combustion Engine (ICE),Euro 6d,False,"£1,535",£0,"£1,535",69.0
2889,PEUGEOT,508 Fastback,Blue HDI 160 Auto,1997,Diesel,Internal Combustion Engine (ICE),Euro 6d,False,"£1,796",£0,"£1,796",69.0
2890,PEUGEOT,508 Fastback,Blue HDI 180 Auto,1997,Diesel,Internal Combustion Engine (ICE),Euro 6d,False,"£1,622",£0,"£1,622",69.0
2891,PEUGEOT,508 Fastback,Blue HDI 180 Auto,1997,Diesel,Internal Combustion Engine (ICE),Euro 6d,False,"£1,796",£0,"£1,796",69.0
2892,PEUGEOT,508 Fastback,HYBRID 225 Auto,1598,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),Euro 6d,False,£323,£676,£998,65.0
2893,PEUGEOT,508 Fastback,HYBRID 225 Auto,1598,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),Euro 6d,False,£457,£789,"£1,245",65.0
2894,PEUGEOT,508 Fastback,PSE HYBRID 225 Auto,1598,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),Euro 6d,False,£538,£789,"£1,326",69.0
2895,PEUGEOT,508 Fastback,PureTech 130 Auto,1199,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,559",£0,"£1,559",69.0
2896,PEUGEOT,508 Fastback,PureTech 130 Auto,1199,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,801",£0,"£1,801",69.0
2897,PEUGEOT,508 Fastback,PureTech 180 Auto,1598,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,720",£0,"£1,720",68.0
2898,PEUGEOT,508 Fastback,PureTech 180 Auto,1598,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,962",£0,"£1,962",68.0
2899,PEUGEOT,508 Fastback,PureTech 225 Auto,1598,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,747",£0,"£1,747",69.0
2900,PEUGEOT,508 Fastback,PureTech 225 Auto,1598,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,989",£0,"£1,989",69.0
2901,PEUGEOT,508 SW,Blue HDI 130,1499,Diesel,Internal Combustion Engine (ICE),Euro 6d-TEMP,True,"£1,275",£0,"£1,275",69.0
2902,PEUGEOT,508 SW,Blue HDI 130,1499,Diesel,Internal Combustion Engine (ICE),Euro 6d-TEMP,True,"£1,535",£0,"£1,535",69.0
2903,PEUGEOT,508 SW,Blue HDI 130 Auto,1499,Diesel,Internal Combustion Engine (ICE),Euro 6d-TEMP,True,"£1,333",£0,"£1,333",69.0
2904,PEUGEOT,508 SW,Blue HDI 130 Auto,1499,Diesel,Internal Combustion Engine (ICE),Euro 6d-TEMP,True,"£1,564",£0,"£1,564",69.0
2905,PEUGEOT,508 SW,Blue HDI 160 Auto,1997,Diesel,Internal Combustion Engine (ICE),Euro 6d,False,"£1,535",£0,"£1,535",69.0
2906,PEUGEOT,508 SW,Blue HDI 160 Auto,1997,Diesel,Internal Combustion Engine (ICE),Euro 6d,False,"£1,796",£0,"£1,796",69.0
2907,PEUGEOT,508 SW,Blue HDI 180 Auto,1997,Diesel,Internal Combustion Engine (ICE),Euro 6d,False,"£1,622",£0,"£1,622",69.0
2908,PEUGEOT,508 SW,Blue HDI 180 Auto,1997,Diesel,Internal Combustion Engine (ICE),Euro 6d,False,"£1,796",£0,"£1,796",69.0
2909,PEUGEOT,508 SW,HYBRID 225 Auto,1598,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),Euro 6d,False,£323,£676,£998,65.0
2910,PEUGEOT,508 SW,HYBRID 225 Auto,1598,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),Euro 6d,False,£457,£789,"£1,245",65.0
2911,PEUGEOT,508 SW,PSE HYBRID 225 Auto,1598,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),Euro 6d,False,£538,£789,"£1,326",69.0
2912,PEUGEOT,508 SW,PureTech 130 Auto,1199,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,559",£0,"£1,559",69.0
2913,PEUGEOT,508 SW,PureTech 130 Auto,1199,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,801",£0,"£1,801",69.0
2914,PEUGEOT,508 SW,PureTech 180 Auto,1598,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,720",£0,"£1,720",68.0
2915,PEUGEOT,508 SW,PureTech 180 Auto,1598,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,962",£0,"£1,962",68.0
2916,PEUGEOT,508 SW,PureTech 225 Auto,1598,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,747",£0,"£1,747",69.0
2917,PEUGEOT,508 SW,PureTech 225 Auto,1598,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,989",£0,"£1,989",69.0
2918,PEUGEOT,New 2008 SUV,1.2 Puretech 130 - EAT8 S&S,1199,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,559",£0,"£1,559",64.0
2919,PEUGEOT,New 2008 SUV,1.2 Puretech 130 - EAT8 S&S,1199,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,774",£0,"£1,774",64.0
2920,PEUGEOT,New 2008 SUV,1.2 Puretech 155 - EAT8 S&S,1199,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,639",£0,"£1,639",68.0
